CD_CID,DS_CID
T233,Queim de 3.Grau do Punho e da Mao
T234,Corrosao do Punho e da Mao Grau Ne
T235,Corrosao de 1.Grau do Punho e da Mao
T237,Corrosao de 3.Grau do Punho e da Mao
T24,Queim Corros Quadr Membro Inf Exc Torno
T240,Queim Quadr Membr Inf Exc Tornoz Pe Gra
T242,Queim 2.Grau Quadr Membr Inf Exc Tornoz
T243,Queim 3.Grau Quadr Membr Inf Exc Tornoz
T244,Corros Quadr Membr Inf Exc Tornoz Pe Gr
T246,Corros 2.Grau Quadr Membr Inf Exc Torno
T25,Queim e Corrosao do Tornozelo e do Pe
T250,Queim do Tornozelo e do Pe Grau Ne
T252,Queim de 2.Grau do Tornozelo e do Pe
T253,Queim de 3.Grau do Tornozelo e do Pe
T254,Corrosao do Tornozelo e do Pe Grau Ne
T256,Corrosao de 2.Grau do Tornozelo e do Pe
T26,Queim e Corrosao Limitadas ao Olho e An
T261,Queim da Cornea e do Saco Conjuntival
T264,Queim do Olho e Anexos Parte Ne
T286,Corrosao do Esofago
T29,Queim e Corrosoes de Mult Regioes do Co
T290,Queim Mult Grau Ne
T292,Queim Mult s/Menc Queim Ultrapass 2.Gra
T293,Queim Mult Menc ao Menos Uma Queim de 3
T294,Corrosoes Mult Grau Ne
T296,Corrosoes Mult s/Menc Corros Ultrapas 2
T297,Corrosoes Mult Menc ao Menos Corros 3.G
T30,Queim e Corrosao Parte Ne do Corpo
T300,Queim Parte do Corpo Ne Grau Ne
T301,Queim de 1.Grau Parte do Corpo Ne
T302,Queim de 2.Grau Parte do Corpo Ne
T303,Queim de 3.Grau Parte do Corpo Ne
T306,Corrosao de 2.Grau Parte do Corpo Ne
T307,Corrosao de 3.Grau Parte do Corpo Ne
T31,Queim Classif Seg Ext Superf Corporal A
T310,Queim Envolv Menos de 10% da Superf Cor
T311,Queim Envolv de 10-19% da Superf Corpor
T312,Queim Envolv de 20-29% da Superf Corpor
T313,Queim Envolv de 30-39% da Superf Corpor
T314,Queim Envolv de 40-49% da Superf Corpor
T315,Queim Envolv de 50-59% da Superf Corpor
T322,Corrosoes Envolv 20-29% da Superf Corpo
T34,Geladura c/Necrose de Tec
T346,Geladura c/Necrose de Tec do Quadril E
T348,Geladura c/Necrose de Tec do Tornozelo
T42,Intox Antiepilept Sedativ-Hipnot Antipa
T426,Outr Drogas Antiepilepticas Sedativos-H
T438,Outr Drogas Psicotropicas Ncop
T439,Droga Psicotropica Ne
T509,Outr Drogas Medicamentos Subst Biolog E
T560,Chumbo e Seus Compostos
T596,Acido Sulfidrico
T63,Efeito Toxico de Contato c/Animais Vene
T630,Veneno de Serpente
T633,Veneno de Aranha
T638,Contato c/Outr Animais Venenosos
T639,Contato c/Animal Venenoso Ne
T658,Outr Subst Espec
T659,Subst Ne
T69,Outr Efeitos da Temperatura Reduzida
T70,Efeitos Pressao Atmosferica e Pressao A
T703,Mal dos Caixoes
T742,Abuso Sexual
T751,Afogamento e Submersao nao Mortal
T754,Efeitos da Corrente Eletrica
T784,Alergia Ne
T79,Algumas Complic Precoces dos Traum Ncop
T791,Embolia Gordurosa
T793,Infecc Pos-Traum de Ferim Ncop
T796,Isquemia Muscular Traum
T797,Enfisema Subcutaneo Orig Traum
T798,Outr Complic Precoces de Traum
T799,Complic Precoce Ne de Traum
T80,Complic Conseq Infus Transfus Injecao T
T804,Reacao de Incompatibilidade Rh
T81,Complic de Proced Ncop
T810,Hemorragia e Hematoma Complic Proced Nc
T811,Choque Durante ou Resultante de Proced
T812,Perfuracao Lacerac Acid Durante Proced
T813,Deiscencia de Ferida Cirurgica Ncop
T814,Infecc Subsequente a Proced Ncop
T815,Corp Estr Acid Cav Corp Ferid Oper Subs
T817,Complic Vasc Subsequentes a Um Proced N
T818,Outr Complic de Proced Ncop
T819,Complic Ne de Proced
T82,Complic Disp Prot Impl Enxert Card e Va
T820,Complic Mecanica Protese Valvular Cardi
T822,Complic Mec Enxerto Ponte Coron Impl Va
T823,Complic Mecanicas Outr Enxertos Vascula
T826,Infecc Reac Inflam Dev Protese Valvular
T827,Inf Reac Inf Dev Out Disp Impl Enx Card
T828,Outr Complic Disp Prot Impl Enx Card Va
T829,Complic Ne Disp Prot Implant Enx Card V
T83,Complic Disp Prot Impl Enx Geniturin In
T831,Complic Mec Outr Disp Implantes Urinari
T835,Inf Reac Infl Dev Disp Prot Impl Enx Ap
T839,Complic Ne Protese Impl Enx Geniturinar
T84,Complic Disp Prot Impl Enx Ortopedicos
T840,Complic Mecanica Protese Articular Inte
T841,Complic Mec Disp Fixacao Int Ossos Memb
T842,Complic Mec Disp Fixacao Interna Outr O
T843,Complic Mec Outr Disp Impl Enxertos Oss
T844,Complic Mec Outr Disp Impl Enx Ortoped
T845,Infecc Reacao Inflam Dev Protese Artic
T846,Infecc Reacao Inflam Dev Disp Fixacao I
T847,Inf Reac Inf Out Disp Prot Imp Enx Ort
T848,Outr Complic Disp Prot Impl Enx Ortop I
T849,Complic Ne Disp Protetico Impl Enx Orto
T85,Complic Outr Disp Proteticos Impl Enx I
T852,Complic Mecanica de Lente Intraocular
T854,Complic Mecanica Protese Implante Mamar
T856,Complic Mec Out Disp Prot Impl Enx Int
T857,Inf Reac Inf Dev Outr Disp Prot Impl En
T858,Outr Complic Disp Prot Impl Enx Int Nco
T859,Complic Ne Outr Disp Prot Impl Enx Inte
T86,Falha Rejeicao Orgaos e Tec Transplanta
T864,Falencia ou Rejeicao de Transplante Fig
T869,Falencia Rejeicao Transplante Orgao Tec
T87,Complic Proprias de Reimplante e Amput
T873,Neuroma de Coto da Amput
T874,Infecc de Coto da Amput
T875,Necrose do Coto da Amput
T876,Outr Complic e as Ne do Coto de Amput
T88,Outr Complic Cuidados Medicos Cirurg Nc
T883,Hipertermia Maligna Dev Anestesia
T888,Outr Complic Cuidados Med Cirurg Espec
T889,Complic Ne de Cuidados Medicos e Cirurg
T9,{ñ class}
T90,Sequelas de Traum da Cabeca
T900,Sequelas de Traum Superf da Cabeca
T901,Sequelas de Ferim da Cabeca
T902,Sequelas de Frat de Cranio e de Ossos F
T903,Sequelas de Traum de Nervos Cranianos
T904,Sequelas de Traum do Olho e da Orbita
T905,Sequelas de Traum Intracraniano
T908,Sequelas de Outr Traum Espec da Cabeca
T909,Sequelas de Traum Ne da Cabeca
T91,Sequelas de Traum do Pescoco e do Tronc
T911,Sequelas de Frat de Coluna Vertebral
T912,Sequelas de Outr Frat do Torax e da Pel
T913,Sequelas de Traum de Medula Espinhal
T915,Sequelas Traum Org Intra-Abdominais e P
T918,Sequelas Outr Traum Espec Pescoco e Tro
T919,Sequelas de Traum Ne do Pescoco e do Tr
T92,Sequelas de Traum do Membro Super
T920,Sequelas de Ferim do Membro Super
T921,Sequelas de Frat do Braco
T922,Sequelas de Frat ao Nivel do Punho e Da
T923,Sequelas Luxacao Entorse Distensao Memb
T924,Sequelas de Traum de Nervo de Membro Su
T925,Sequelas Traum Musculo Tendao Membro Su
T926,Sequelas de Esmag e Amput Traum Membro
T928,Sequelas de Outr Traum Espec do Membro
T929,Sequelas de Traum Ne do Membro Super
T93,Sequelas de Traum do Membro Infer
T930,Sequelas de Ferim do Membro Infer
T931,Sequelas de Frat do Femur
T932,Sequelas de Outr Frat do Membro Infer
T933,Sequelas Luxacao Entorse Distensao Memb
T934,Sequelas de Traum de Nervo do Membro In
T935,Sequelas Traum Musculo Tendao Membro In
T936,Sequelas de Esmag e Amput Traum Membro
T938,Sequelas de Outr Traum Espec do Membro
T939,Sequelas de Traum Ne do Membro Infer
T94,Sequelas Traum Envolv Mult Reg Corpo E
T940,Sequelas de Traum Envolv Regioes Mult C
T941,Sequelas de Traum Ne p/Regioes do Corpo
T95,Sequelas de Queim Corrosoes e Geladuras
T951,Sequelas de Queim Corrosao e Geladura T
T952,Sequelas Queim Corrosao Geladura Membro
T953,Sequelas Queim Corrosao Geladura Membro
T958,Sequelas Outr Queim Corrosoes Gelad Esp
T959,Sequelas de Queim Corrosao Geladura Loc
T96,Sequelas Intox Drog Medic Subst Biolog
T98,Sequelas Outr Efeitos Causas Externas E
T981,Sequelas Outr Efeitos Causas Externas E
T982,Sequelas Algumas Complic Precoces de Tr
T983,Sequelas de Complic Cuidados Med Cirurg
U049,{ñ class}
U071,{ñ class}
U072,{ñ class}
V029,Acid Ne Se Trans ou Nao-Trans
V03,Pedestre Traum Colis Automov Pickup Cam
V09,Pedestre Traum Outr Acid Transp e Ne
V092,Acid Trans Envolv Outr Veic e Ne a Moto
V110,Condutor em Acid N-Trans
V122,Ciclista Ne em Acid N-Trans
V129,Ciclista Ne em Acid Trans
V134,Condutor em Acid Trans
V135,Passageiro em Acid Trans
V184,Condutor em Acid Trans
V199,Ciclista Acid Trans Ne
V20,Motociclista Traum Colis Pedestre Anima
V200,Condutor Acid N-Trans
V202,Motociclista Ne Traum Acid N-Trans
V205,Passageiro Acid Trans
V209,Motociclista Ne Acid Trans
V21,Motociclista Traum Colis Veic Pedal
V219,Motociclista Ne Acid Trans
V22,Motocicl Traum Colis Veic Motor 2 3 Rod
V220,Condutor Acid N-Trans
V229,Motociclista Ne Acid Trans
V23,Motocicl Traum Colis Automov Pickup Cam
V234,Condutor Acid Trans
V235,Passageiro Acid Trans
V239,Motociclista Ne Acid Trans
V24,Motocicl Traum Colis Veic Transp Pesado
V244,Condutor Acid Trans
V26,Motocicl Traum Colis Outr Veic Nao-Moto
V264,Condutor Acid Trans
V269,Motociclista Ne Acid Trans
V27,Motocicl Traum Colis Objeto Fixo Parado
V272,Motociclista Ne Traum Acid N-Trans
V274,Condutor Acid Trans
V28,Motociclista Traum Acid Transp s/Colis
V280,Condutor Acid N-Trans
V281,Passageiro Acid N-Trans
V283,Pessoa ao Subir ou Descer do Veic
V284,Condutor Acid Trans
V289,Motociclista Ne Acid Trans
V29,Motociclista Traum Outr Acid Transp e N
V290,Condutor Colis Outr Veic Ne Mot Acid N
V293,Motociclista Acid Ne N-Trans
V294,Condutor Colis Outr Veic Ne Mot Acid Tr
V296,Motocicl Ne Colis Out Veic Ne Mot Acid
V298,Motociclista Outr Acid Transp Espec
V299,Motociclista Acid Trans Ne
V47,Ocup Automovel Traum Colis Obj Fixo Par
V475,Condutor Acid Trans
V48,Ocup Automovel Traum Acid Transp s/Coli
V494,Condutor Colis Outr Veic Ne Mot Acid Tr
V499,Ocupante Acid Trans Ne
V590,Condutor Colis Outr Veic Ne Mot Acid N
V600,Condutor Acid N-Trans
V64,Ocup V Tr Pes Tr Col Outr Veic Tr Pes O
V68,Ocup Veic Tr Pesado Traum Ac Transp s/C
V689,Ocupante Ne Acid Trans
V699,Ocupante Acid Trans Ne
V74,Ocup Onibus Traum Colis Veic Transp Pes
V800,Acid Trans s/Colis
V820,Colis Veic Mot Acid N-Trans
V87,Acid Trans Tipo Espec Desconh Mod Trans
V870,Colis Automovel e Veic a Motor 2 3 Roda
V871,Colis Outr Veic Mot e Veic a Motor 2 3
V877,Colis Entre Outr Veic Mot Esp
V879,Outr Acid Transp Espec Envolv Veic N-Mo
V89,Acid Veic Mot N-Mot Tipos de Veic Ne
V892,Acid Trans Veic Mot Ne
V893,Acid Trans Veic N-Mot Ne
V899,Acid Veic Ne
V99,Acid Transp Ne
W01,Queda Mesmo Nivel Escorr Tropec Passo F
W010,Residencia
W014,Rua e Estrada
W015,Areas de Comercio e de Servicos
W07,Queda de Uma Cadeira
W088,Outr Locais Espec
W10,Queda em ou de Escadas ou Degraus
W109,Local Ne
W119,Local Ne
W129,Local Ne
W13,Queda de ou p/Fora Edificios Outr Estru
W17,Outr Quedas de Um Nivel a Outr
W170,Residencia
W174,Rua e Estrada
W179,Local Ne
W189,Local Ne
W19,Queda s/Especificacao
W199,Local Ne
W20,Impacto Caus Objeto Lanc Projetado em Q
W200,Residencia
W22,Impacto Acid Ativo Passivo Caus Outr Ob
W227,Fazenda
W23,Apert Colhid Comprim Esmag Dentro Objet
W25,Contato c/Vidro Cortante
W250,Residencia
W260,Residencia
W266,Areas Industriais e em Construcao
W268,Outr Locais Espec
W31,Contato c/Outr Maquinas e c/As Ne
W32,Projetil de Revolver
W324,Rua e Estrada
W349,Local Ne
W388,Outr Locais Espec
W39,Queima de Fogos de Artificio
W40,Explosao de Outr Materiais
W44,Penetr Corpo Estranho Olho Orificio Nat
W445,Areas de Comercio e de Servicos
W449,Local Ne
W45,Penetracao Corpo Objeto Estranho Pele
W450,Residencia
W459,Local Ne
W54,Mordedura ou Golpe Provocado p/Cao
W540,Residencia
W544,Rua e Estrada
W549,Local Ne
W55,Mordedura Golpe Provoc Outr Animais Mam
W559,Local Ne
W560,Residencia
W57,Morded Picadas Inseto Outr Artrop N-Ven
W570,Residencia
W579,Local Ne
W59,Mordedura ou Esmag Provocado p/Outr Rep
W599,Local Ne
W79,Inalacao Ingest Aliment Caus Obstr Trat
W84,Riscos Ne a Respiracao
W85,Exposicao Linhas Transm de Corrente Ele
W854,Rua e Estrada
W855,Areas de Comercio e de Servicos
W86,Exposicao a Outr Corrente Eletrica Espe
W87,Exposicao a Corrente Eletrica Ne
W870,Residencia
W875,Areas de Comercio e de Servicos
W878,Outr Locais Espec
W879,Local Ne
X046,Areas Industriais e em Construcao
X049,Local Ne
X20,Contato c/Serpentes e Lagartos Venenoso
X21,Contato c/Aranhas Venenosas
X212,Escolas Outr Instit Areas Admin Publica
X225,Areas de Comercio e de Servicos
X29,Contato Animais ou Plantas Venenosos s/
X47,Intox Acid Outr Gases e Vapores
X479,Local Ne
X48,Envenen Acid p/E Exposicao a Pesticidas
X49,Envenen Acid Outr Subst Quim Nocivas E
X50,Excesso Exerc Movim Vigorosos ou Repeti
X588,Outr Locais Espec
X60,Auto-Int Int Analg Antipir Anti-Reum N
X609,Local Ne
X618,Outr Locais Espec
X62,Auto-Intox Intenc Narcot Psicodislept N
X64,Auto-Int Intenc Out Drog Med Subst Biol
X640,Residencia
X643,Area p/A Pratica de Esportes e Atletism
X649,Local Ne
X65,Auto-Intox Voluntaria p/Alcool
X699,Local Ne
X70,Lesao Autoprov Intenc Enforc Estrang Su
X700,Residencia
X709,Local Ne
X744,Rua e Estrada
X748,Outr Locais Espec
X749,Local Ne
X78,Lesao Autoprov Intenc Obj Cortante Pen
X789,Local Ne
X79,Lesao Autoprov Intenc p/Objeto Contunde
X814,Rua e Estrada
X84,Lesao Autoprov Intenc p/Meios Ne
X849,Local Ne
X90,Agressao Prod Quimicos e Subst Nocivas
X93,Agressao Disparo de Arma de Fogo de Mao
X930,Residencia
X934,Rua e Estrada
X938,Outr Locais Espec
X939,Local Ne
X947,Fazenda
X95,Agressao Disparo Outr Arma de Fogo ou N
X950,Residencia
X953,Area p/A Pratica de Esportes e Atletism
X954,Rua e Estrada
X958,Outr Locais Espec
X959,Local Ne
X99,Agressao Objeto Cortante ou Penetrante
X990,Residencia
X995,Areas de Comercio e de Servicos
X999,Local Ne
Y034,Rua e Estrada
Y04,Agressao p/Meio de Forca Corporal
Y040,Residencia
Y041,Habitacao Coletiva
Y049,Local Ne
Y096,Areas Industriais e em Construcao
Y14,Env Out Drog Med Subst Biolog e Ne Int
Y19,Env Out Prod Quim Subst Noc e Ne Int N
Y199,Local Ne
Y20,Enforc Estrang Sufoc Intenc nao Determi
Y239,Local Ne
Y24,Disparo Outr Arma Fogo e Ne Intenc Nao
Y28,Contato Obj Cortante Penetrante Intenc
Y280,Residencia
Y285,Areas de Comercio e de Servicos
Y286,Areas Industriais e em Construcao
Y287,Fazenda
Y289,Local Ne
Y30,Queda Salto Empurr Lugar Elev Intenc N
Y431,Antimetabolicos Antineoplasicos
Y434,Agentes Imunossupressores
Y439,Subst Farmacologica de Acao Sistemica N
Y54,Subst Atuam Prim Metab Agua Sais Min Ac
Y57,Outr Drogas e Medicamentos e as Ne
Y605,Durante Cateterismo Cardiaco
Y792,Proteses Outr Impl Incl Materiais Acess
Y83,Reac Anorm Compl Tard Interv Cirurg s/A
Y830,Interv Cirurg Transplante Todo O Orgao
Y831,Interv Cirurg Implante de Protese Inter
Y832,Interv Cirurg Anastomose Deriv ou Enxer
Y834,Outr Cirurgias Reparadoras
Y835,Amput de Membros
Y838,Outr Intervencoes ou Proced Cirurgicos
Y839,Intervencao Cirurgica Ne
Y84,Reac Anorm Compl Tard Out Proc Med s/Ac
Y841,Hemodialise
Y842,Proced Radiologico e Radioterapia
Y85,Sequelas de Acid Transp
Y850,Sequelas de Um Acid de Veic a Motor
Y859,Sequelas de Outr Acid Transp e dos Ne
Y86,Sequelas de Outr Acid
Y88,Sequelas Cuid Med Cirurg Consid Causa E
Y880,Seq Efeit Adv Drog Medic Subst Biol Ter
Y883,Seq Reac Anorm Comp Tard Proc Med Cir S
Y89,Sequelas de Outr Causas Externas
Y899,Sequelas de Causa Externa Ne
Y96,Circunst Relat Condicoes de Trabalho
Z00,Exame Geral Invest Pess s/Queix Diagn R
Z000,Exame Medico Geral
Z004,Exame Psiquiatrico Geral Ncop
Z006,Exame p/Comp Controle Norm Progr Invest
Z008,Outr Exames Gerais
Z01,Outr Exam Invest Esp Pess s/Queix Diag
Z010,Exame dos Olhos e da Visao
Z014,Exame Ginecologico
Z016,Exame Radiologico Ncop
Z018,Outr Exames Especiais Espec
Z019,Exame Especial Ne
Z02,Exame Med e Consulta c/Finalid Admin
Z026,Exame p/Fins de Seguro
Z027,Obtencao de Atestado Medico
Z029,Exame Ne c/Finalidades Administrativas
Z03,Observ Avaliacao Med Doenc Afecc Suspei
Z030,Observacao p/Suspeita de Tuberc
Z031,Observacao p/Suspeita de Neopl Malig
Z032,Observacao p/Susp Transt Mentais e Comp
Z033,Observacao p/Suspeita de Transt Sist Ne
Z035,Observacao p/Suspeita Outr Doenc Cardio
Z038,Observacao p/Suspeita de Outr Doenc Afe
Z039,Observacao p/Suspeita de Doenc ou Afecc
Z04,Exame e Observacao p/Outr Razoes
Z042,Exame e Observacao Apos Acid de Trabalh
Z048,Exame e Observacao p/Outr Razoes Espec
Z08,Exame Seguim Apos Tratamento p/Neopl Ma
Z088,Exame Seguim Apos Outr Trat p/Neopl Mal
Z09,Exame Seguim Apos Trat Out Afec N Neop
Z090,Exame Seguim Apos Cirurgia p/Outr Afecc
Z091,Exame Seguim Apos Radioterapia p/Outr A
Z092,Exame Seguim Apos Quimioterap p/Outr Af
Z094,Exame Seguim Apos Tratamento de Frat
Z10,Exame Geral de Rotina Subpopulacao Defi
Z108,Exame Geral de Rotina Outr Subpop Defin
Z12,Exame Especial Rastr de Neoplasias
Z121,Exame Especial Rastr Neoplasia Trato In
Z123,Exame Especial Rastr de Neoplasia de Ma
Z124,Exame Especial Rastr de Neoplasia Colo
Z125,Exame Especial Rastr de Neoplasia Prost
Z129,Exame Especial Rastr de Neoplasia Ne
Z136,Exame Especial Rastr Doenc Cardiovascul
Z20,Contato Exposicao a Doenc Transmissivei
Z200,Contato Exposicao a Doenc Infecc Intest
Z209,Contato Exposicao a Doenc Transmissivel
Z21,Estado de Infecc Assintomatica p/Hiv
Z226,Portador Infecc Virus T-Linfotropico Ti
Z228,Portador de Outr Doenc Infecc
Z290,Isolamento
Z292,Outr Quimioterapias Profilaticas
Z30,Anticoncepcao
Z300,Aconselhamento Geral Sobre Contracepcao
Z301,Insercao de Disp Anticoncepcional
Z302,Esterilizacao
Z304,Supervisao Uso Medic Anticoncepcionais
Z309,Proced Anticoncepcional Ne
Z312,Fecundacao In Vitro
Z32,Exame ou Teste de Gravidez
Z320,Gravidez nao Confirmada
Z321,Gravidez Confirmada
Z33,Gravidez Como Achado Casual
Z34,Supervisao de Gravidez Normal
Z340,Supervisao de Primeira Gravidez Normal
Z348,Supervisao de Outr Gravidez Normal
Z349,Supervisao de Gravidez Normal Ne
Z35,Supervisao de Gravidez de Alto Risco
Z350,Supervisao Gravidez c/Historia Esterili
Z351,Supervisao de Gravidez c/Historia de Ab
Z352,Superv Grav Outr Antec Procriacao Probl
Z354,Supervisao Gravidez c/Grande Multiparid
Z355,Supervisao de Primigesta Idosa
Z358,Supervisao de Outr Gravidezes de Alto R
Z359,Supervisao Ne de Gravidez de Alto Risco
Z36,Rastr Pre-Natal
Z369,Rastr Pre-Natal Ne
Z374,Nascimento Gemelar Gemeos Natimortos
Z380,Crianca Unica Nascida em Hospital
Z39,Assist e Exame Pos-Natal
Z392,Seguimento Pos-Parto de Rotina
Z40,Cirurgia Profilatica
Z409,Cirurgia Profilatica Ne
Z41,Proced p/Outr Propositos Exc Cuidados S
Z410,Transplante de Cabelo
Z411,Outr Interv Cirurg Plast p/Razoes Estet
Z42,Seguimento Envolv Cirurgia Plastica
Z420,Seguim Envolv Cirurg Plast Cabeca Pesco
Z421,Seguimento Envolv Cirurgia Plastica De
Z422,Seguim Envolv Cirurg Plast Outr Part Tr
Z423,Seguim Envolv Cirurg Plast Extrem Super
Z428,Seguim Envolv Cirurg Plast Outr Partes
Z429,Seguimento Envolv Cirurgia Plastica Ne
Z431,Cuidados a Gastrostomia
Z432,Cuidados a Ileostomia
Z433,Cuidados a Colostomia
Z435,Cuidados a Cistostomia
Z44,Coloc Ajust Aparelhos de Protese Extern
Z443,Colocacao e Ajustamento Protese Externa
Z45,Ajustamento e Manuseio de Disp Implanta
Z450,Ajustamento e Manuseio Marca-Passo Card
Z463,Colocacao Ajustamento Disp Protese Dent
Z469,Colocacao e Ajustamento de Aparelho Ne
Z47,Outr Cuidados de Seguimento Ortopedico
Z470,Seguim Env Rem Placa Frat Outr Disp Fix
Z478,Outr Seguimentos Ortopedicos Espec
Z479,Seguimento Ortopedico Ne
Z48,Outr Seguimento Cirurgico
Z480,Cuidados a Curativos e Suturas Cirurgic
Z488,Outr Seguimento Cirurgico Espec
Z489,Seguimento Cirurgico Ne
Z491,Dialise Extracorporea
Z50,Cuidados Envolv Uso Proced de Reabilita
Z502,Reabilitacao de Alcoolatra
Z504,Psicoterapia Ncop
Z51,Outr Cuidados Medicos
Z511,Sessao de Quimioterapia p/Neoplasia
Z512,Outr Quimioterapia
Z519,Cuidado Medico Ne
Z52,Doadores de Orgaos e Tec
Z523,Doador de Medula Ossea
Z524,Doador de Rim
Z526,Doador de Figado
Z530,Proced nao Realizado Dev Contra-Indicac
Z538,Proced nao Realizado p/Outr Razoes
Z54,Convalescenca
Z540,Convalescenca Apos Cirurgia
Z541,Convalescenca Apos Radioterapia
Z542,Convalescenca Apos Quimioterapia
Z543,Convalescenca Apos Psicoterapia
Z544,Convalescenca Apos Tratamento de Frat
Z547,Convalescenca Apos Tratamento Combinado
Z548,Convalescenca Apos Outr Tratamento
Z549,Convalescenca Apos Tratamento Ne
Z56,Problemas Relacionados Emprego e Desemp
Z560,Desemprego Ne
Z563,Ritmo de Trabalho Penoso
Z565,Ma Adaptacao ao Trabalho
Z566,Outr Dific Fisicas Mentais Relac ao Tra
Z567,Outr Problemas e Os Ne Relac Emprego
Z57,Exposicao Ocupacional a Fatores de Risc
Z570,Exposicao Ocupacional ao Ruido
Z578,Exposicao Ocupacional Outr Fatores de R
Z579,Exposicao Ocupacional a Fator de Risco
Z588,Outr Problemas Relac Ambiente Fisico
Z589,Problema Ne Relacionado Ambiente Fisico
Z590,Falta de Domicilio Fixo
Z605,Objeto Discriminacao Perseguicao Perceb
Z634,Desaparecimento Falecimento Membro Fami
Z636,Parente Dependente Cuidados Resid Domic
Z637,Outr Acontec Dificeis Incid Familia Lar
Z638,Outr Probl Espec Relac Grupo Prim de Su
Z640,Problemas Relac c/Uma Gravidez nao Dese
Z712,Pessoa Que Consulta p/Explic Achados Ex
Z714,Aconselhamento e Supervisao p/Abuso Alc
Z715,Aconselhamento e Supervisao p/Abuso Dro
Z719,Aconselhamento Ne
Z72,Problemas Relacionados c/O Estilo de Vi
Z720,Uso do Tabaco
Z721,Uso de Alcool
Z722,Uso de Droga
Z726,Mania de Jogo e Apostas
Z728,Outr Problemas Relacionados c/O Estilo
Z73,Problemas Relacionados c/A Organiz Modo
Z730,Esgotamento
Z732,Falta de Repouso e de Lazer
Z733,Stress Ncop
Z738,Outr Probl Relac Organiz Modo de Vida
Z739,Probl Relac Organiz Modo de Vida Ne
Z74,Probl Relac Depend Pess Q Oferece Cuid
Z740,Mobilidade Reduzida
Z741,Necessidade de Assist c/Cuidados Pessoa
Z743,Necessidade de Supervisao Continua
Z749,Probl Ne Relac Depend Pess Q Ofer Cuid
Z753,Facilid Saude nao Disponiveis ou nao Ac
